-0.184, -1.883, 3.545
0.951, 0.783, 0.568
7.078, 1.673, -1.124
0.231, 0.937, 0.788
2.572, 6.894, -3.250
0.894, 0.783, 0.980
-8.405, 4.630, 1.087
0.021, 0.041, 0.562
-4.713, 8.080, 1.610
0.932, 0.148, 0.021
-7.092, -1.650, 0.593
0.489, 0.742, 0.265
7.050, -0.661, -0.206
0.545, 0.847, 0.113
-4.745, 1.917, 1.789
0.880, 0.916, 0.893
4.827, 3.607, 3.703
0.279, 0.775, 0.762
8.806, 4.494, 1.749
0.391, 0.536, 0.306
-9.140, 8.137, -2.356
0.454, 0.944, 0.600
4.695, 5.599, 3.679
0.177, 0.697, 0.156
-0.803, 8.523, 0.179
0.687, 0.149, 0.926
2.471, -0.138, -3.160
0.587, 0.005, 0.126
-4.056, 6.769, 2.583
0.893, 0.317, 0.717
-8.341, 3.955, 1.335
0.481, 0.986, 0.305
-5.812, 4.980, -3.567
0.672, 0.836, 0.595
-5.758, 9.416, -2.305
0.783, 0.334, 0.116
1.974, 2.264, 3.182
0.274, 0.690, 0.688
-2.252, 2.963, 2.231
0.411, 0.644, 0.647
-0.331, -0.052, 1.914
0.907, 0.461, 0.494
4.445, 5.266, -1.277
0.911, 0.008, 0.868
6.070, 0.090, 3.242
0.543, 0.671, 0.258
-5.590, -1.173, -0.778
0.779, 0.994, 0.349
9.460, 2.600, -1.404
0.942, 0.715, 0.567
-2.575, -0.268, 2.698
0.177, 0.056, 0.864
1.104, 9.534, 1.417
0.604, 0.333, 0.083
2.552, 5.763, -0.088
0.580, 0.339, 0.030
9.997, 8.122, 1.137
0.018, 0.512, 0.324
6.074, 0.002, -2.983
0.134, 0.548, 0.469
0.821, 4.620, 0.214
0.750, 0.349, 0.877
3.667, 8.907, 3.692
0.759, 0.412, 0.687
-4.205, 5.267, -1.718
0.918, 0.610, 0.500
8.209, 7.950, -1.513
0.813, 0.751, 0.838
-1.990, 7.512, -3.309
0.574, 0.706, 0.168
-5.594, 4.051, 1.736
0.178, 0.561, 0.451
-6.477, 7.683, -3.827
0.370, 0.636, 0.795
3.126, 2.310, 2.840
0.865, 0.365, 0.870
9.136, 6.168, 3.907
0.680, 0.585, 0.292
-2.722, -1.849, -0.177
0.277, 0.207, 0.277
9.013, -0.087, -2.519
0.167, 0.385, 0.971
5.433, -0.605, -2.748
0.061, 0.968, 0.376
-7.252, 2.628, 2.679
0.470, 0.041, 0.677
5.445, 1.828, 0.142
0.751, 0.688, 0.128
0.439, 0.632, -0.199
0.072, 0.937, 0.411
7.676, 2.921, 1.770
0.078, 0.252, 0.781
-1.883, 3.994, -1.134
0.386, 0.757, 0.054
-7.533, -0.833, 0.044
0.668, 0.177, 0.413
-4.229, 8.344, 3.755
0.294, 0.384, 0.315
6.192, 2.996, 0.277
0.084, 0.013, 0.048
1.559, 1.585, -2.293
0.753, 0.075, 0.018
5.579, 6.177, -1.676
0.254, 0.427, 0.413
-3.574, 3.510, -2.938
0.819, 0.309, 0.391
6.223, 7.518, -1.505
0.047, 0.858, 0.955
3.731, -1.990, 3.438
0.969, 0.285, 0.268
6.165, 0.385, 2.737
0.980, 0.013, 0.201
-8.500, -0.462, 1.101
0.663, 0.331, 0.715
4.723, 2.543, 2.341
0.004, 0.381, 0.402
-6.902, 3.286, 0.586
0.587, 0.115, 0.626
-9.883, 5.107, 0.188
0.694, 0.922, 0.400
9.003, 9.462, 2.234
0.328, 0.283, 0.913
-9.513, 3.940, -2.030
0.055, 0.796, 0.316
-6.402, 2.792, 2.022
0.917, 0.806, 0.552
8.266, 8.806, 3.873
0.327, 0.816, 0.508
1.211, 1.083, 1.824
0.629, 0.591, 0.109
0.775, 7.515, 3.671
0.077, 0.432, 0.427
-2.194, 8.281, -2.884
0.663, 0.902, 0.528
-0.629, 7.196, -0.860
0.637, 0.371, 0.263
8.450, 6.526, 3.747
0.753, 0.670, 0.061
-7.174, 5.470, -1.656
0.889, 0.374, 0.727
3.295, 6.098, 3.562
0.363, 0.157, 0.838
3.218, 2.655, 0.397
0.650, 0.767, 0.452
5.484, 9.382, 3.561
0.391, 0.499, 0.303
-7.408, 8.866, -2.784
0.305, 0.191, 0.260
5.112, 6.583, 3.528
0.969, 0.208, 0.750
1.060, -1.558, 0.017
0.565, 0.952, 0.455
-1.261, 4.960, -3.614
0.751, 0.805, 0.075
-8.541, 7.522, 2.425
0.558, 0.961, 0.589
7.287, 6.905, 2.564
0.823, 0.745, 0.316
7.312, 8.545, -3.473
0.156, 0.323, 0.909
5.237, 4.245, -2.540
0.927, 0.290, 0.966
-7.682, 1.623, 1.349
0.939, 0.059, 0.707
-5.735, 2.444, 1.878
0.858, 0.304, 0.277
-5.423, 2.051, -2.028
0.810, 0.778, 0.922
-9.579, 1.170, 0.465
0.523, 0.414, 0.065
5.942, -1.336, 1.857
0.189, 0.003, 0.915
6.348, -1.990, 3.567
0.568, 0.085, 0.176
-0.298, 4.311, 1.264
0.401, 0.742, 0.773
-3.498, -0.439, 3.465
0.736, 0.435, 0.911
-9.140, -0.622, -1.626
0.113, 0.864, 0.476
-8.595, 9.805, 1.712
0.739, 0.009, 0.019
7.290, 1.708, 3.394
0.918, 0.468, 0.097
-6.890, 3.544, -1.215
0.076, 0.077, 0.574
7.166, 3.006, -1.973
0.031, 0.282, 0.881
7.280, 5.336, -3.575
0.382, 0.228, 0.080
2.744, -0.512, 0.856
0.519, 0.682, 0.465
6.366, 3.726, -3.415
0.874, 0.182, 0.589
-8.021, 7.683, 1.318
0.314, 0.726, 0.308
-9.036, 0.966, -1.334
0.299, 0.560, 0.690
3.162, 4.591, 2.682
0.505, 0.368, 0.531
5.486, 1.632, 3.284
0.591, 0.326, 0.716
-6.980, 0.607, 2.855
0.698, 0.318, 0.656
-4.892, 5.173, -3.320
0.020, 0.878, 0.091
3.870, -1.594, 2.902
0.322, 0.320, 0.062
1.038, 9.678, 3.729
0.853, 0.490, 0.790
-8.895, 1.103, 3.416
0.179, 0.284, 0.922
-1.638, 8.492, -1.333
0.740, 0.359, 0.578
-8.582, 2.328, -3.813
0.018, 0.256, 0.933
5.014, 7.644, 2.842
0.787, 0.086, 0.734
-3.395, 4.324, -0.462
0.500, 0.197, 0.636
1.990, 2.321, 2.146
0.852, 0.179, 0.120
5.526, 8.523, -3.145
0.842, 0.511, 0.318
7.307, 2.825, 2.273
0.139, 0.586, 0.104
-2.982, 0.045, -3.580
0.331, 0.561, 0.590
9.050, -0.663, -1.364
0.700, 0.760, 0.953
9.878, 7.327, -1.232
0.783, 0.337, 0.060
-5.166, 3.986, -2.935
0.348, 0.705, 0.908
-1.501, -1.662, 2.577
0.188, 0.879, 0.543
4.981, 7.358, -0.671
0.924, 0.741, 0.889
4.580, 2.634, 1.306
0.223, 0.773, 0.898
9.757, 3.532, 1.637
0.148, 0.608, 0.333
5.853, 1.480, -0.455
0.117, 0.860, 0.056
-5.480, 1.956, 3.598
0.545, 0.346, 0.357
5.745, 2.508, 0.924
0.546, 0.340, 0.074
-6.231, 1.487, 2.863
0.967, 0.395, 0.593
5.650, 5.989, -0.526
0.421, 0.487, 0.098
1.314, -0.696, -0.863
0.664, 0.174, 0.178
9.368, -1.126, -2.456
0.950, 0.381, 0.204
-3.996, 2.319, 1.730
0.724, 0.454, 0.427
-4.350, 2.351, -0.434
0.754, 0.817, 0.034
-8.371, 7.319, -1.664
0.382, 0.887, 0.078
8.048, 0.275, 2.874
0.554, 0.485, 0.656
9.332, 9.647, -0.736
0.051, 0.953, 0.059
1.501, 9.683, -3.516
0.852, 0.104, 0.840
6.511, 0.626, 0.769
0.497, 0.020, 0.873
3.062, 2.684, 0.915
0.094, 0.546, 0.082
2.073, 4.129, -2.535
0.313, 0.718, 0.745
-9.386, 9.478, -1.485
0.367, 0.134, 0.612
-4.656, 9.274, -0.030
0.941, 0.515, 0.261
5.538, -0.298, -2.547
0.568, 0.908, 0.514
-1.234, 1.459, 2.479
0.210, 0.989, 0.258
-6.406, 1.500, 1.272
0.952, 0.840, 0.133
1.308, 8.931, 0.752
0.266, 0.335, 0.613
4.347, 3.456, 3.298
0.967, 0.110, 0.958
-8.860, 7.686, 0.143
0.263, 0.706, 0.171
-8.641, 0.600, 3.214
0.313, 0.029, 0.866
-0.464, 5.344, 2.155
0.175, 0.131, 0.071
3.116, 3.991, 0.498
0.318, 0.676, 0.287
-8.581, 6.256, 1.662
0.375, 0.574, 0.670
-5.812, 1.134, 2.170
0.940, 0.140, 0.855
-4.510, 3.660, 3.677
0.572, 0.597, 0.202
-2.308, 1.843, -3.231
0.097, 0.824, 0.783
9.109, 6.887, -0.014
0.141, 0.247, 0.850
-1.243, -1.272, -3.771
0.034, 0.962, 0.651
-2.161, 0.179, 2.117
0.152, 0.918, 0.694
9.821, 1.453, 2.498
0.580, 0.034, 0.520
-3.766, 9.881, -0.032
0.466, 0.765, 0.406
4.187, 8.363, 1.700
0.928, 0.406, 0.987
7.343, -0.663, -3.539
0.704, 0.180, 0.644
-3.293, 3.217, 2.152
0.025, 0.808, 0.095
-7.231, -1.884, -1.394
0.074, 0.822, 0.806
9.597, 6.178, 2.107
0.589, 0.552, 0.793
-3.590, 6.826, -0.562
0.859, 0.745, 0.617
-6.519, 2.369, 3.406
0.939, 0.653, 0.110
-6.499, 6.798, -0.109
0.242, 0.520, 0.171
-6.298, 0.104, 0.275
0.790, 0.216, 0.601
-2.516, 2.553, -0.931
0.491, 0.038, 0.714
2.133, 7.081, 1.058
0.217, 0.949, 0.347
-0.864, -1.365, 0.152
0.750, 0.443, 0.221
1.313, -0.619, 3.339
0.100, 0.785, 0.246
1.230, 7.913, -1.512
0.737, 0.588, 0.428
-9.054, 8.418, -3.890
0.107, 0.145, 0.258
3.157, 0.303, -0.789
0.240, 0.329, 0.376
-7.023, -1.746, 0.843
0.204, 0.143, 0.569
2.794, 5.815, 0.359
0.887, 0.051, 0.040
7.649, 7.014, -0.075
0.805, 0.161, 0.092
-3.783, 7.247, -3.242
0.902, 0.927, 0.035
0.731, -0.473, -1.647
0.772, 0.314, 0.102
6.872, 7.934, 3.500
0.219, 0.701, 0.416
-5.583, 5.931, -2.687
0.553, 0.104, 0.633
-8.591, 3.168, -1.086
0.628, 0.309, 0.134
7.654, 9.399, -2.072
0.920, 0.087, 0.102
4.524, 1.942, 3.770
0.329, 0.267, 0.587
-7.528, 8.299, -2.991
0.027, 0.364, 0.030
-7.831, 5.401, -1.102
0.945, 0.557, 0.440
-5.167, 8.004, -1.602
0.098, 0.452, 0.672
1.597, 2.004, 3.973
0.557, 0.948, 0.430
-6.104, 1.059, 2.568
0.139, 0.202, 0.511
-4.062, 6.529, 1.691
0.630, 0.508, 0.456
-7.412, -1.588, -0.195
0.040, 0.290, 0.316
-1.403, 0.102, -1.874
0.941, 0.958, 0.505
-2.562, 7.393, -2.711
0.349, 0.836, 0.923
7.559, 8.205, 2.310
0.437, 0.266, 0.471
4.513, -1.300, -0.280
0.160, 0.248, 0.802
4.975, 3.847, 1.723
0.058, 0.093, 0.436
-9.262, 7.098, 1.392
0.950, 0.080, 0.347
5.827, 7.592, 1.420
0.665, 0.283, 0.580
-4.802, 3.075, -3.579
0.687, 0.195, 0.115
-4.349, 6.676, 2.388
0.478, 0.755, 0.939
2.093, 8.408, 1.435
0.522, 0.935, 0.288
-9.174, 8.254, -1.508
0.532, 0.251, 0.066
-8.774, 3.825, -1.146
0.018, 0.956, 0.722
-6.116, 0.998, 1.416
0.579, 0.221, 0.150
9.185, 7.695, 1.339
0.517, 0.530, 0.790
0.909, 6.547, 2.976
0.817, 0.359, 0.277
2.551, 0.634, -0.641
0.413, 0.900, 0.564
0.683, 1.523, -3.122
0.718, 0.492, 0.701
-0.336, 0.830, -3.928
0.089, 0.525, 0.708
3.572, -0.202, -0.323
0.854, 0.671, 0.661
-0.930, -0.340, -3.464
0.854, 0.387, 0.202
-0.185, 8.212, -1.198
0.641, 0.646, 0.626
-5.742, 0.458, 0.651
0.603, 0.052, 0.257
2.994, -0.699, -2.973
0.165, 0.409, 0.856
-8.761, 8.722, -2.596
0.908, 0.711, 0.623
3.281, 4.939, 2.512
0.895, 0.186, 0.983
-4.489, -0.944, 3.277
0.879, 0.990, 0.665
3.105, -1.190, -1.142
0.515, 0.634, 0.447
7.217, 8.675, -2.646
0.306, 0.180, 0.129
6.413, 5.039, 0.732
0.335, 0.001, 0.884
-7.468, 9.116, 0.683
0.435, 0.765, 0.168
-7.960, 1.343, -0.731
0.932, 0.099, 0.053
6.736, 4.495, 0.570
0.252, 0.027, 0.214
-5.833, 8.503, -0.354
0.431, 0.412, 0.178
9.888, 8.901, 2.666
0.886, 0.085, 0.636
-0.967, -1.235, -1.980
0.787, 0.876, 0.994
9.253, 7.245, -1.984
0.434, 0.415, 0.488
-5.910, 1.841, -2.785
0.484, 0.627, 0.076
5.349, -1.042, 2.429
0.286, 0.598, 0.770
0.280, 7.234, -2.566
0.049, 0.461, 0.932
7.465, 4.077, 3.733
0.228, 0.309, 0.657
4.371, 5.127, 1.536
0.432, 0.658, 0.500
1.815, 5.940, 0.508
0.413, 0.046, 0.440
5.222, 2.967, 1.042
0.132, 0.662, 0.372
-5.990, -1.594, -3.117
0.351, 0.478, 0.702
2.121, 3.357, 0.611
0.836, 0.369, 0.764
9.522, 4.764, 0.960
0.852, 0.823, 0.767
-8.355, 0.285, -0.708
0.085, 0.868, 0.276
6.276, 5.728, 3.996
0.301, 0.669, 0.913
-6.298, 6.170, 2.417
0.950, 0.607, 0.794
-2.332, 1.060, -2.338
0.069, 0.032, 0.941
5.209, -1.497, 0.815
0.025, 0.063, 0.369
1.885, 8.712, 1.475
0.170, 0.286, 0.656
0.061, 3.079, -3.014
0.292, 0.941, 0.868
4.368, 1.564, -0.973
0.892, 0.504, 0.334
8.776, 5.604, 2.016
0.385, 0.315, 0.773
-3.558, -0.837, 3.331
0.439, 0.857, 0.256
7.737, -0.468, -2.869
0.177, 0.017, 0.724
-9.258, 7.569, -0.461
0.636, 0.323, 0.296
2.913, 4.963, 3.590
0.558, 0.526, 0.251
-7.209, -1.799, 1.592
0.314, 0.995, 0.298
-7.529, 5.732, -1.067
0.831, 0.339, 0.571
-5.025, 5.715, 3.258
0.962, 0.603, 0.062
0.002, 2.787, -2.579
0.277, 0.064, 0.395
6.469, -0.761, 2.297
0.636, 0.301, 0.112
3.403, -1.456, 1.020
0.025, 0.715, 0.864
-5.567, 7.678, -3.323
0.853, 0.706, 0.201
-4.431, 0.536, -2.987
0.038, 0.951, 0.411
-3.164, 3.464, 1.399
0.563, 0.127, 0.237
9.101, -0.664, 1.715
0.669, 0.294, 0.119
-7.930, 8.813, 0.022
0.739, 0.872, 0.978
-0.583, -0.443, 2.401
0.854, 0.664, 0.270
-2.570, 7.318, -0.453
0.381, 0.910, 0.272
7.666, 8.461, 0.048
0.125, 0.824, 0.323
