5.719, 0.088, 3.316
5.911, -0.986, 0.972
0.166, -0.975, 0.279
4.073, -1.827, -3.107
5.512, 1.816, -3.506
-5.412, 0.171, 0.079
-1.971, 1.529, 0.994
4.844, 1.539, 2.048
-5.936, 1.728, 2.107
8.752, 1.092, -1.531
-0.870, 1.086, -3.208
-1.587, -0.327, -2.524
-8.722, 0.752, 2.891
1.863, 0.170, 3.619
-5.550, -0.485, -2.695
8.759, -1.531, -3.613
-6.483, -0.244, 0.607
3.458, 1.999, 0.489
-9.896, 1.681, 0.625
-0.734, 0.500, 1.994
0.581, -0.663, 1.594
-0.950, -0.819, 1.212
6.869, 0.201, -2.195
-6.678, -1.106, 0.255
3.922, -0.865, -2.979
-9.131, -0.979, -0.309
7.672, -0.464, -3.411
3.611, -0.734, 0.838
7.375, -0.073, -0.144
0.872, 0.001, -2.598
-6.061, -1.659, 1.728
3.901, -1.025, 0.441
7.259, -1.113, 0.285
-4.473, -0.381, 0.745
9.880, -0.102, 2.928
-4.767, -1.534, 1.231
-0.725, -0.173, -2.612
7.957, 1.475, -1.704
-1.065, 0.725, -3.678
8.910, 0.359, -3.170
-9.774, -1.468, 1.018
-0.255, 0.882, -1.692
9.308, 0.090, 2.773
5.643, 1.162, 1.682
-5.415, -0.988, 0.725
9.977, -1.157, 1.578
-1.125, -0.163, -1.872
3.857, -1.563, -2.480
2.176, -1.393, 3.744
1.590, -0.955, 2.744
-8.934, -1.601, 3.270
7.396, 1.267, 3.393
8.753, -0.836, -0.519
-9.986, 1.054, -1.110
6.498, 1.525, -3.640
7.824, 0.841, -3.692
1.520, -0.991, 2.199
7.647, -0.240, -0.148
9.387, -1.354, -0.885
1.939, 0.550, -2.626
4.953, 1.001, 3.175
-6.694, 0.481, -2.534
5.658, -0.467, -0.371
-2.307, -0.473, -0.648
-3.564, 0.593, -2.976
-8.652, -1.243, 1.675
-5.769, -1.538, -3.765
2.273, 0.937, -3.586
8.499, 1.912, -2.626
2.981, 1.107, 1.874
8.296, -1.259, 0.993
8.385, -1.189, -3.789
6.533, 1.276, 2.157
8.763, 1.824, -1.690
1.763, -1.067, -0.264
-4.204, 0.381, -2.546
-5.820, -1.817, 2.617
-8.635, -1.888, 1.810
-8.094, -1.010, 3.596
-2.819, 1.395, 1.779
4.507, -1.411, 0.224
0.428, 1.839, -1.470
-7.283, -0.115, 2.858
5.752, -0.760, -0.135
-1.069, -0.178, -0.594
-5.217, 0.074, 3.812
-7.586, -0.403, -3.012
-2.991, 1.492, 0.992
1.333, 0.256, -3.005
0.873, -1.919, -1.110
-2.079, 0.613, 2.166
-9.532, -0.012, -0.157
-2.034, -0.693, -2.025
0.323, 0.405, 2.233
1.659, -0.390, 2.071
5.627, 1.938, -2.873
1.964, 0.831, 3.337
8.133, -1.744, 1.290
8.827, -1.574, 0.726
-9.628, 0.721, 0.190
-2.451, 1.567, 1.764
2.014, -1.228, -2.389
2.664, 1.940, 3.963
4.894, 0.582, -3.532
6.445, 1.996, 3.895
8.930, 0.674, 2.902
-8.012, -1.426, -3.091
-7.439, -0.467, -1.438
-8.928, 0.364, -1.929
3.821, 1.025, -1.177
4.357, -1.679, -2.026
3.032, -0.887, 0.983
-1.796, -0.580, 3.875
-1.406, 1.798, 3.784
-4.008, -1.215, -3.618
-5.299, 1.813, -0.091
-9.133, 0.806, 1.482
-4.370, 0.727, -2.676
4.490, -0.229, 3.856
-9.744, 1.104, -2.332
6.505, -1.872, 2.682
5.049, 0.440, -0.132
-0.258, -1.871, -1.904
9.249, -1.672, -0.890
-5.959, 0.292, 1.896
-2.638, 1.689, -3.926
-1.455, 0.546, 2.541
-7.295, 0.515, -2.118
-9.308, 1.016, -3.770
-2.936, 0.457, -3.994
0.698, -0.654, 0.063
1.476, 0.076, -0.913
-2.955, -0.475, 1.000
-4.063, 0.160, -1.726
2.654, -1.388, 1.634
7.315, -0.740, -2.442
-9.679, -0.490, 1.889
-7.062, -0.170, 0.437
-6.569, -1.083, 3.641
-5.307, -1.421, -2.784
-3.515, -0.756, -1.814
5.004, 0.044, 1.938
-9.389, -0.626, -2.747
7.804, 1.131, 2.177
8.376, -1.416, -3.950
9.969, 0.613, -3.104
-7.854, -0.207, -2.777
-3.746, 1.006, 3.513
0.952, 0.898, -0.613
6.239, -0.253, -2.881
-0.498, -0.761, -3.634
-0.624, -0.065, 1.697
4.049, -0.315, -0.143
-7.994, 0.458, -1.764
-5.173, 0.176, 0.281
-5.012, -0.475, 3.259
-4.826, 1.584, -2.016
0.903, 1.880, -1.557
-7.125, 0.074, 0.162
-2.678, -1.088, 0.424
9.941, -0.566, 1.527
-8.629, 0.097, 3.724
-2.416, -1.759, -3.284
-8.447, 0.376, -3.371
6.544, 0.499, 2.822
-4.709, 1.527, 1.940
-6.729, 1.130, 2.428
-4.604, 0.363, 2.673
-9.992, -0.321, -0.794
3.171, 1.054, 1.456
0.808, 0.162, 2.552
-0.413, -0.242, -1.857
2.204, -1.101, -1.792
2.384, -1.425, 0.786
-1.102, -1.558, 2.782
8.505, 0.186, 3.436
9.643, -1.750, 1.786
-9.419, 1.331, -1.714
-1.003, -1.032, -1.283
-8.986, -1.823, -0.299
-8.489, 1.887, -1.592
-7.299, -0.039, 0.495
6.293, -1.836, -2.182
-0.475, -0.278, -0.914
2.578, -1.217, 1.827
2.850, -0.172, 0.624
-4.729, 0.223, 3.524
6.273, -0.636, 3.561
-1.898, 1.712, 3.268
-5.106, 0.268, 0.597
-3.562, -1.385, -1.870
-5.324, 1.874, -0.618
-8.148, 0.207, 0.016
2.460, 0.716, 2.990
7.403, -1.167, 1.975
-3.511, 1.166, 3.159
5.112, 0.147, 2.486
-6.920, 0.011, -3.035
-0.651, -1.320, -2.138
4.360, -0.331, 1.784
6.388, -0.007, 1.925
-0.959, -0.082, -1.623
-8.714, 1.064, -0.105
1.985, 1.036, 0.882
0.030, 0.956, 0.665
1.846, 0.826, -3.566
-0.509, -0.058, 3.600
-6.845, -1.145, -0.587
8.477, 0.328, 1.423
-3.807, -1.916, 3.889
0.790, -1.361, 0.810
-4.904, -1.114, 2.294
4.302, -0.612, -2.926
-7.940, -1.357, -2.778
-1.261, 1.197, 2.508
5.657, 0.386, 0.789
9.787, 0.719, 3.187
1.568, 1.646, 1.282
-0.671, -1.931, -1.682
5.519, 0.601, -3.789
0.308, 0.233, 0.228
8.141, 0.376, -0.902
0.430, 0.120, 1.001
0.773, 0.350, -2.214
-2.448, -1.397, -2.246
-3.099, -1.030, -3.163
-4.736, 0.411, 0.539
4.020, 0.349, 2.306
3.022, -1.507, 2.460
-0.356, 0.964, 2.339
-5.770, 0.560, -3.418
-4.278, 1.268, 3.618
2.984, -1.521, 2.129
7.745, 0.040, 2.186
1.297, 1.282, -1.202
-5.064, 1.703, 3.391
7.912, -0.663, 1.091
4.296, 1.112, -0.278
7.070, 0.006, 1.588
-7.270, -1.870, -3.634
-7.054, 0.441, 0.756
-7.570, 1.062, -0.696
-1.716, -0.565, -3.937
-3.591, -0.895, -1.528
3.333, -1.815, 2.465
2.958, -0.500, 2.055
-9.760, -1.125, 3.150
-9.950, 0.112, -3.852
9.544, 1.338, 2.638
-8.887, -0.250, 3.684
-2.642, -0.584, 1.267
-9.448, 0.721, 2.100
-8.818, 1.312, -2.202
3.836, 1.722, 3.357
6.652, -0.605, -0.583
8.769, -1.488, 3.677
-9.793, 0.111, -2.690
1.361, 0.261, 2.085
0.798, 0.702, 2.921
-9.100, -0.604, -2.200
7.293, -0.984, 2.799
2.898, 1.123, 2.426
4.374, 1.545, -2.508
4.121, 1.978, 3.382
-2.516, -0.976, 2.287
-2.102, 0.574, -3.737
1.986, -1.366, 1.113
-2.512, 0.855, -1.404
-9.459, 0.967, -1.562
-1.697, -0.019, 1.592
2.323, 0.190, -2.531
9.663, -1.279, 3.607
-8.726, -0.113, -3.414
-4.590, 1.443, 0.935
-4.613, -0.466, -2.688
8.293, -0.215, -0.977
-4.097, 1.518, -0.192
